"country","year","cowcode","western","lbritcoli","lnewci","lethnici","lmoslemi","lproti","lreligioni","oil","lpolity2","llngdppc","lgrowth","lworld_polity","lage","polity2_norm","lpolity2_norm","dec90","dec2000","pr","federalism","lb_dum","cses_dum","ab_dum","lgvf","lgvp","lpvf","lpvp","war","v2peapssoc","v2x_polyarchy","reversed_v2peapssoc","bgi","lagged_v2x_polyarchy"
"Spain",2010,230,1,0,0,27,0,0.400000005960464,3,0,10,10.4079914093018,-4.42411947250366,3.82716059684753,31,1,1,0,0,1,1,1,0,0,0.106501199305058,0.160417005419731,0.151002898812294,0.164318099617958,0,1.771,0.891,-1.324,0.260411828456417,0.889
"Spain",2011,230,1,0,0,27,0,0.400000005960464,3,0,10,10.403525352478,-0.445624530315399,3.88343548774719,32,1,1,0,0,1,1,0,0,0,0.118299797177315,0.180242002010345,0.153300896286964,0.145535603165627,0,1.771,0.89,-1.324,0.260411828456417,0.891
"Spain",2012,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3899211883545,-1.35124456882477,4.07975482940674,33,1,1,0,0,1,1,0,0,0,0.143874004483223,0.20894980430603,0.163610905408859,0.147348195314407,0,1.771,0.888,-1.324,0.260411828456417,0.89
"Spain",2013,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3627195358276,-2.68351268768311,4.06748485565186,34,1,1,0,0,1,1,0,0,0,0.143874004483223,0.20894980430603,0.163610905408859,0.147348195314407,0,1.771,0.87,-1.324,0.260411828456417,0.888
"Spain",2014,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3491344451904,-1.3492523431778,4.23926401138306,35,1,1,0,0,1,1,0,0,0,0.143874004483223,0.20894980430603,0.163610905408859,0.147348195314407,0,1.771,0.871,-1.324,0.260411828456417,0.87
"Spain",2015,230,1,0,0,27,0,0.400000005960464,3,0,10,10.3656396865845,1.6641458272934,4.17073154449463,36,1,1,0,0,1,1,0,0,0,0.143874004483223,0.20894980430603,0.163610905408859,0.147348195314407,0,1.771,0.855,-1.324,0.260411828456417,0.871
"Switzerland",1992,225,1,0,0,35,0,44.2999992370605,52,0,10,10.727650642395,-2.14648938179016,1.33749997615814,143,1,1,1,0,1,1,0,0,0,0.0666974037885666,0.108596757054329,0.189070910215378,0.111202724277973,0,2.51,0.889,-2.063,0.145997832481808,NA
"Switzerland",1993,225,1,0,0,35,0,44.2999992370605,52,0,10,10.7161884307861,-1.13972210884094,2.00624990463257,144,1,1,1,0,1,1,0,0,0,0.0676826015114784,0.109956689178944,0.196347370743752,0.115602537989616,0,2.51,0.889,-2.063,0.145997832481808,0.889
"Switzerland",1994,225,1,0,0,35,0,44.2999992370605,52,0,10,10.7058200836182,-1.031418800354,2.21604943275452,145,1,1,1,0,1,1,0,0,0,0.0686677992343903,0.111316613852978,0.203623831272125,0.12000235170126,0,2.51,0.889,-2.063,0.145997832481808,0.889
"Switzerland",1995,225,1,0,0,35,0,44.2999992370605,52,0,10,10.7104663848877,0.465687870979309,2.49689435958862,146,1,1,1,0,1,1,0,0,0,0.0696529969573021,0.112676545977592,0.210900291800499,0.124402165412903,0,2.51,0.89,-2.063,0.145997832481808,0.889
